t,phase,role,pid,rss_kb,pss_kb,hwm_kb,vsz_kb,threads,cpu_jiffies,mem_available_kb
44.5,measure,java,237187,680656,677179,680656,5118588,37,2192,1759972
45.5,measure,java,237187,680804,677327,680804,5118588,37,2192,1759968
46.5,measure,java,237187,680952,677475,680952,5118588,37,2193,1759976
47.5,measure,java,237187,681108,677631,681108,5118588,37,2193,1759752
48.5,measure,java,237187,681256,677779,681256,5118588,37,2194,1759752
49.5,measure,java,237187,681404,677927,681404,5118588,37,2194,1759760
50.5,measure,java,237187,681552,678075,681552,5118588,37,2194,1759760
51.5,measure,java,237187,681704,678227,681704,5118588,37,2195,1759536
52.5,measure,java,237187,681864,678387,681864,5118588,37,2196,1759536
53.5,measure,java,237187,682012,678535,682012,5118588,37,2196,1759284
54.6,measure,java,237187,682160,678683,682160,5118588,37,2197,1757520
55.6,measure,java,237187,682308,678831,682308,5118588,37,2197,1757528
56.6,measure,java,237187,682456,678979,682456,5118588,37,2197,1757528
57.6,measure,java,237187,682612,679135,682612,5118588,37,2198,1757528
58.6,measure,java,237187,682756,679279,682756,5118588,37,2198,1757276
59.6,measure,java,237187,682908,679431,682908,5118588,37,2199,1757280
60.6,measure,java,237187,683056,679579,683056,5118588,37,2199,1757280
61.6,measure,java,237187,683140,679663,683140,5118588,36,2200,1757284
62.6,measure,java,237187,683296,679819,683296,5118588,36,2201,1756548
63.7,measure,java,237187,683456,679979,683456,5118588,36,2202,1756532
64.7,measure,java,237187,683600,680116,683600,5118588,36,2202,1749664
65.7,measure,java,237187,683744,680260,683744,5118588,36,2202,1749380
66.7,measure,java,237187,685040,681556,685040,5119612,39,2204,1749164
67.7,measure,java,237187,685048,681565,685048,5119612,39,2204,1749156
68.7,measure,java,237187,684668,681185,684668,5119612,36,2204,1748716
69.7,measure,java,237187,684672,681189,684672,5119612,36,2204,1748660
70.7,measure,java,237187,684676,681193,684676,5119612,36,2205,1748660
71.7,measure,java,237187,684684,681201,684684,5119612,36,2205,1748660
72.7,measure,java,237187,684688,681205,684688,5119612,36,2205,1747912
73.8,measure,java,237187,684692,681209,684692,5119612,36,2205,1748636
74.8,measure,java,237187,684700,681217,684700,5119612,36,2205,1747880
75.8,measure,java,237187,684704,681221,684704,5119612,36,2205,1747124
76.8,measure,java,237187,684708,681225,684708,5119612,36,2206,1747124
77.8,measure,java,237187,684712,681229,684712,5119612,36,2206,1746368
78.8,measure,java,237187,684720,681237,684720,5119612,36,2206,1745612
79.8,measure,java,237187,684724,681241,684724,5119612,36,2206,1744856
80.8,measure,java,237187,684728,681245,684728,5119612,36,2206,1744604
81.8,measure,java,237187,684732,681249,684732,5119612,36,2207,1744612
82.8,measure,java,237187,684740,681257,684740,5119612,36,2207,1744612
83.9,measure,java,237187,684748,681265,684748,5119612,36,2207,1742092
84.9,measure,java,237187,684752,681269,684752,5119612,36,2207,1742100
85.9,measure,java,237187,684756,681273,684756,5119612,36,2207,1738080
86.9,measure,java,237187,684764,681281,684764,5119612,36,2208,1745164
87.9,measure,java,237187,684768,681285,684768,5119612,36,2208,1745164
88.9,measure,java,237187,684772,681289,684772,5119612,36,2209,1745164
89.9,measure,java,237187,684776,681293,684776,5119612,36,2209,1745164
90.9,measure,java,237187,684784,681301,684784,5119612,36,2209,1744948
91.9,measure,java,237187,684788,681305,684788,5119612,36,2209,1744948
92.9,measure,java,237187,684792,681309,684792,5119612,36,2209,1744948
94.0,measure,java,237187,684800,681316,684800,5119612,36,2209,1744952
95.0,measure,java,237187,684804,681320,684804,5119612,36,2210,1744952
96.0,measure,java,237187,684808,681324,684808,5119612,36,2210,1744948
97.0,measure,java,237187,684812,681328,684812,5119612,36,2210,1744956
98.0,measure,java,237187,684820,681336,684820,5119612,36,2210,1744956
99.0,measure,java,237187,684824,681340,684824,5119612,36,2210,1744956
100.0,measure,java,237187,684828,681344,684828,5119612,36,2211,1744956
101.0,measure,java,237187,684832,681348,684832,5119612,36,2211,1744964
102.0,measure,java,237187,684844,681360,684844,5119612,36,2211,1737148
103.0,measure,java,237187,684848,681364,684848,5119612,36,2211,1737148
104.1,measure,java,237187,684852,681368,684852,5119612,36,2211,1737156
105.1,measure,java,237187,684856,681372,684856,5119612,36,2211,1737160
106.1,measure,java,237187,684864,681380,684864,5119612,36,2212,1738440
107.1,measure,java,237187,684868,681384,684868,5119612,36,2212,1738440
108.1,measure,java,237187,684872,681388,684872,5119612,36,2212,1738636
109.1,measure,java,237187,684876,681392,684876,5119612,36,2212,1738644
110.1,measure,java,237187,684884,681400,684884,5119612,36,2212,1738644
111.1,measure,java,237187,684888,681404,684888,5119612,36,2212,1738644
112.1,measure,java,237187,684892,681408,684892,5119612,36,2213,1738644
113.2,measure,java,237187,684900,681416,684900,5119612,36,2213,1738644
114.2,measure,java,237187,684904,681420,684904,5119612,36,2213,1738644
115.2,measure,java,237187,684908,681424,684908,5119612,36,2213,1738652
116.2,measure,java,237187,684912,681428,684912,5119612,36,2213,1738652
117.2,measure,java,237187,684920,681436,684920,5119612,36,2213,1738656
118.2,measure,java,237187,684924,681440,684924,5119612,36,2214,1738656
119.2,measure,java,237187,684932,681448,684932,5119612,36,2216,1738656
120.2,measure,java,237187,684936,681452,684936,5119612,36,2216,1738360
121.2,measure,java,237187,684940,681456,684940,5119612,36,2216,1737192
122.2,measure,java,237187,684944,681460,684944,5119612,36,2216,1737236
123.3,measure,java,237187,684948,681464,684948,5119612,36,2216,1737280
124.3,measure,java,237187,684952,681468,684952,5119612,36,2216,1737280
125.3,measure,java,237187,684956,681472,684956,5119612,36,2217,1737280
126.3,measure,java,237187,684960,681477,684960,5119612,36,2217,1737376
127.3,measure,java,237187,684560,681077,684624,5119612,30,2218,1737372
128.3,measure,java,237187,684560,681077,684624,5119612,30,2218,1740628
129.3,measure,java,237187,684564,681081,684624,5119612,30,2218,1739984
130.3,measure,java,237187,684568,681085,684624,5119612,30,2218,1739984
131.3,measure,java,237187,684572,681089,684624,5119612,30,2218,1739984
132.3,measure,java,237187,684584,681101,684624,5119612,30,2219,1739984
133.4,measure,java,237187,684592,681109,684624,5119612,30,2219,1739992
134.4,measure,java,237187,684596,681113,684624,5119612,30,2219,1739992
135.4,measure,java,237187,684600,681117,684624,5119612,30,2219,1739992
136.4,measure,java,237187,684604,681121,684624,5119612,30,2219,1739992
137.4,measure,java,237187,684608,681125,684624,5119612,30,2220,1739992
138.4,measure,java,237187,684612,681129,684624,5119612,30,2220,1739740
139.4,measure,java,237187,684616,681133,684624,5119612,30,2220,1739748
140.4,measure,java,237187,684616,681133,684624,5119612,30,2220,1739748
141.4,measure,java,237187,684620,681137,684624,5119612,30,2220,1739748
142.4,measure,java,237187,684624,681141,684624,5119612,30,2220,1739748
143.5,measure,java,237187,684628,681145,684628,5119612,30,2221,1740688
144.5,measure,java,237187,684636,681153,684636,5119612,30,2221,1740696
145.5,measure,java,237187,684640,681157,684640,5119612,30,2221,1740696
146.5,measure,java,237187,684644,681161,684644,5119612,30,2221,1740536
147.5,measure,java,237187,684648,681165,684648,5119612,30,2221,1739720
148.5,measure,java,237187,684652,681169,684652,5119612,30,2222,1739720
149.5,measure,java,237187,684656,681173,684656,5119612,30,2222,1739716
150.5,measure,java,237187,684656,681173,684656,5119612,30,2222,1739716
151.5,measure,java,237187,684660,681177,684660,5119612,30,2222,1739724
152.6,measure,java,237187,684664,681181,684664,5119612,30,2222,1739724
153.6,measure,java,237187,684668,681185,684668,5119612,30,2223,1741084
154.6,measure,java,237187,684672,681189,684672,5119612,30,2223,1741084
155.6,measure,java,237187,684676,681193,684676,5119612,30,2223,1741080
156.6,measure,java,237187,684680,681197,684680,5119612,30,2223,1741088
