t,phase,role,pid,rss_kb,pss_kb,hwm_kb,vsz_kb,threads,cpu_jiffies,mem_available_kb
126.3,measure,java,236386,688980,685478,688980,5119744,36,2530,1751736
127.3,measure,hso-ui,236372,16540,13580,16540,1235752,12,102,1751736
127.3,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,31,1751736
127.3,measure,java,236386,688620,685118,688664,5119744,30,2530,1751736
128.3,measure,hso-ui,236372,16556,13596,16556,1235752,12,102,1751736
128.3,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,32,1751736
128.3,measure,java,236386,688624,685122,688664,5119744,30,2530,1751736
129.3,measure,hso-ui,236372,16568,13608,16568,1235752,12,103,1751736
129.3,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,32,1751736
129.3,measure,java,236386,688624,685122,688664,5119744,30,2531,1751736
130.3,measure,hso-ui,236372,16440,13480,16440,1235752,12,104,1752348
130.3,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,32,1752348
130.3,measure,java,236386,688628,685126,688664,5119744,30,2531,1752348
131.3,measure,hso-ui,236372,16448,13488,16448,1235752,12,104,1752444
131.3,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,33,1752444
131.3,measure,java,236386,688628,685126,688664,5119744,30,2531,1752444
132.3,measure,hso-ui,236372,16456,13496,16456,1235752,12,105,1752444
132.3,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,33,1752444
132.3,measure,java,236386,688632,685130,688664,5119744,30,2531,1752444
133.4,measure,hso-ui,236372,16464,13504,16464,1235752,12,106,1752444
133.4,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,33,1752444
133.4,measure,java,236386,688632,685130,688664,5119744,30,2531,1752444
134.4,measure,hso-ui,236372,16136,13176,16324,1235752,12,107,1752448
134.4,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,34,1752448
134.4,measure,java,236386,688644,685142,688664,5119744,30,2532,1752448
135.4,measure,hso-ui,236372,16136,13176,16324,1235752,12,107,1752448
135.4,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,34,1752448
135.4,measure,java,236386,688644,685142,688664,5119744,30,2532,1752448
136.4,measure,hso-ui,236372,16136,13176,16324,1235752,12,108,1752476
136.4,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,34,1752476
136.4,measure,java,236386,688648,685146,688664,5119744,30,2532,1752476
137.4,measure,hso-ui,236372,16136,13176,16324,1235752,12,109,1752472
137.4,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,34,1752472
137.4,measure,java,236386,688648,685146,688664,5119744,30,2532,1752472
138.4,measure,hso-ui,236372,16136,13176,16324,1235752,12,110,1752472
138.4,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,34,1752472
138.4,measure,java,236386,688648,685146,688664,5119744,30,2532,1752472
139.4,measure,hso-ui,236372,16136,13176,16324,1235752,12,110,1752476
139.4,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,35,1752476
139.4,measure,java,236386,688656,685154,688664,5119744,30,2532,1752476
140.4,measure,hso-ui,236372,16136,13176,16324,1235752,12,111,1752476
140.4,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,35,1752476
140.4,measure,java,236386,688656,685154,688664,5119744,30,2533,1752476
141.4,measure,hso-ui,236372,16136,13176,16324,1235752,12,112,1752484
141.4,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,35,1752484
141.4,measure,java,236386,688660,685158,688664,5119744,30,2533,1752484
142.4,measure,hso-ui,236372,16136,13176,16324,1235752,12,112,1752484
142.4,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,36,1752484
142.4,measure,java,236386,688660,685158,688664,5119744,30,2533,1752484
143.5,measure,hso-ui,236372,16136,13176,16324,1235752,12,113,1752484
143.5,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,36,1752484
143.5,measure,java,236386,688664,685162,688664,5119744,30,2533,1752484
144.5,measure,hso-ui,236372,16136,13176,16324,1235752,12,114,1752484
144.5,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,36,1752484
144.5,measure,java,236386,688664,685162,688664,5119744,30,2534,1752484
145.5,measure,hso-ui,236372,16136,13176,16324,1235752,12,115,1752484
145.5,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,36,1752484
145.5,measure,java,236386,688668,685166,688668,5119744,30,2534,1752484
146.5,measure,hso-ui,236372,16136,13176,16324,1235752,12,115,1752484
146.5,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,36,1752484
146.5,measure,java,236386,688668,685166,688668,5119744,30,2534,1752484
147.5,measure,hso-ui,236372,16136,13176,16324,1235752,12,116,1752484
147.5,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,37,1752484
147.5,measure,java,236386,688672,685170,688672,5119744,30,2534,1752484
148.5,measure,hso-ui,236372,15960,13000,16324,1235752,12,116,1752492
148.5,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,37,1752492
148.5,measure,java,236386,688672,685170,688672,5119744,30,2534,1752492
149.5,measure,hso-ui,236372,15960,13000,16324,1235752,12,118,1752492
149.5,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,37,1752492
149.5,measure,java,236386,688676,685174,688676,5119744,30,2534,1752492
150.5,measure,hso-ui,236372,15960,13000,16324,1235752,12,118,1752496
150.5,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,37,1752496
150.5,measure,java,236386,688676,685174,688676,5119744,30,2535,1752496
151.5,measure,hso-ui,236372,15960,13000,16324,1235752,12,118,1752252
151.5,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,37,1752252
151.5,measure,java,236386,688680,685178,688680,5119744,30,2535,1752252
152.6,measure,hso-ui,236372,15960,13000,16324,1235752,12,120,1752256
152.6,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,39,1752256
152.6,measure,java,236386,688680,685178,688680,5119744,30,2535,1752256
153.6,measure,hso-ui,236372,15960,13000,16324,1235752,12,120,1752260
153.6,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,39,1752260
153.6,measure,java,236386,688684,685182,688684,5119744,30,2535,1752260
154.6,measure,hso-ui,236372,15960,13000,16324,1235752,12,120,1750632
154.6,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,39,1750632
154.6,measure,java,236386,688684,685183,688684,5119744,30,2535,1750632
155.6,measure,hso-ui,236372,15960,13000,16324,1235752,12,122,1749856
155.6,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,39,1749856
155.6,measure,java,236386,688688,685187,688688,5119744,30,2535,1749856
156.6,measure,hso-ui,236372,15960,13000,16324,1235752,12,122,1749880
156.6,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,39,1749880
156.6,measure,java,236386,688688,685187,688688,5119744,30,2536,1749880
157.6,measure,hso-ui,236372,15960,13000,16324,1235752,12,123,1751016
157.6,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,39,1751016
157.6,measure,java,236386,688688,685187,688688,5119744,30,2536,1751016
158.6,measure,hso-ui,236372,15960,13000,16324,1235752,12,123,1751092
158.6,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,39,1751092
158.6,measure,java,236386,688692,685191,688692,5119744,30,2536,1751092
159.6,measure,hso-ui,236372,15960,13000,16324,1235752,12,124,1751092
159.6,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,39,1751092
159.6,measure,java,236386,688692,685191,688692,5119744,30,2536,1751092
160.6,measure,hso-ui,236372,15960,13000,16324,1235752,12,125,1751092
160.6,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,40,1751092
160.6,measure,java,236386,688696,685195,688696,5119744,30,2536,1751092
161.6,measure,hso-ui,236372,15960,13000,16324,1235752,12,126,1751092
161.6,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,41,1751092
161.6,measure,java,236386,688696,685195,688696,5119744,30,2536,1751092
162.7,measure,hso-ui,236372,15960,13000,16324,1235752,12,126,1751192
162.7,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,41,1751192
162.7,measure,java,236386,688700,685199,688700,5119744,30,2536,1751192
163.7,measure,hso-ui,236372,15960,13000,16324,1235752,12,127,1751192
163.7,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,41,1751192
163.7,measure,java,236386,688700,685199,688700,5119744,30,2537,1751192
164.7,measure,hso-ui,236372,16024,13064,16324,1235752,12,128,1750952
164.7,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,41,1750952
164.7,measure,java,236386,688704,685203,688704,5119744,30,2537,1750952
165.7,measure,hso-ui,236372,16060,13100,16324,1235752,12,129,1750952
165.7,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,42,1750952
165.7,measure,java,236386,688704,685203,688704,5119744,30,2537,1750952
166.7,measure,hso-ui,236372,16108,13148,16324,1235752,12,129,1750952
166.7,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,42,1750952
166.7,measure,java,236386,688708,685207,688708,5119744,30,2537,1750952
167.7,measure,hso-ui,236372,16180,13220,16324,1235752,12,129,1750184
167.7,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,42,1750184
167.7,measure,java,236386,688708,685207,688708,5119744,30,2537,1750184
168.7,measure,hso-ui,236372,16260,13300,16324,1235752,12,131,1750436
168.7,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,42,1750436
168.7,measure,java,236386,688712,685211,688712,5119744,30,2537,1750436
169.7,measure,hso-ui,236372,16356,13396,16356,1235752,12,131,1750440
169.7,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,42,1750440
169.7,measure,java,236386,688712,685211,688712,5119744,30,2538,1750440
170.7,measure,hso-ui,236372,16428,13468,16428,1235752,12,132,1750444
170.7,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,43,1750444
170.7,measure,java,236386,688716,685215,688716,5119744,30,2538,1750444
171.7,measure,hso-ui,236372,16456,13496,16456,1235752,12,132,1750440
171.7,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,43,1750440
171.7,measure,java,236386,688716,685215,688716,5119744,30,2538,1750440
172.8,measure,hso-ui,236372,16456,13496,16456,1235752,12,134,1750444
172.8,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,43,1750444
172.8,measure,java,236386,688720,685219,688720,5119744,30,2538,1750444
173.8,measure,hso-ui,236372,16584,13624,16584,1235752,12,134,1750192
173.8,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,43,1750192
173.8,measure,java,236386,688720,685219,688720,5119744,30,2538,1750192
174.8,measure,hso-ui,236372,16592,13632,16592,1235752,12,134,1750192
174.8,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,43,1750192
174.8,measure,java,236386,688724,685222,688724,5119744,30,2538,1750192
175.8,measure,hso-ui,236372,16592,13632,16592,1235752,12,136,1750192
175.8,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,44,1750192
175.8,measure,java,236386,688724,685222,688724,5119744,30,2538,1750192
176.8,measure,hso-ui,236372,16592,13632,16592,1235752,12,136,1753152
176.8,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,45,1753152
176.8,measure,java,236386,688724,685222,688724,5119744,30,2539,1753152
177.8,measure,hso-ui,236372,16592,13632,16592,1235752,12,137,1754400
177.8,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,45,1754400
177.8,measure,java,236386,688728,685226,688728,5119744,30,2539,1754400
178.8,measure,hso-ui,236372,16600,13640,16600,1235752,12,137,1753540
178.8,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,45,1753540
178.8,measure,java,236386,688728,685226,688728,5119744,30,2539,1753540
179.8,measure,hso-ui,236372,16620,13660,16620,1235752,12,138,1753544
179.8,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,45,1753544
179.8,measure,java,236386,688732,685230,688732,5119744,30,2539,1753544
180.8,measure,hso-ui,236372,16620,13660,16620,1235752,12,139,1753544
180.8,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,45,1753544
180.8,measure,java,236386,688732,685230,688732,5119744,30,2539,1753544
181.8,measure,hso-ui,236372,16620,13660,16620,1235752,12,140,1753544
181.8,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,45,1753544
181.8,measure,java,236386,688736,685234,688736,5119744,30,2539,1753544
182.9,measure,hso-ui,236372,16624,13664,16624,1235752,12,140,1753544
182.9,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,45,1753544
182.9,measure,java,236386,688736,685234,688736,5119744,30,2539,1753544
183.9,measure,hso-ui,236372,16624,13664,16624,1235752,12,142,1753544
183.9,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,46,1753544
183.9,measure,java,236386,688740,685238,688740,5119744,30,2540,1753544
184.9,measure,hso-ui,236372,16624,13664,16624,1235752,12,142,1753556
184.9,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,46,1753556
184.9,measure,java,236386,688740,685238,688740,5119744,30,2540,1753556
185.9,measure,hso-ui,236372,16624,13664,16624,1235752,12,142,1753556
185.9,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,46,1753556
185.9,measure,java,236386,688744,685242,688744,5119744,30,2540,1753556
186.9,measure,hso-ui,236372,16624,13664,16624,1235752,12,143,1753552
186.9,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,46,1753552
186.9,measure,java,236386,688744,685242,688744,5119744,30,2540,1753552
187.9,measure,hso-ui,236372,16624,13664,16624,1235752,12,144,1753552
187.9,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,47,1753552
187.9,measure,java,236386,688748,685246,688748,5119744,30,2540,1753552
188.9,measure,hso-ui,236372,16632,13672,16632,1235752,12,144,1753552
188.9,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,48,1753552
188.9,measure,java,236386,688748,685246,688748,5119744,30,2540,1753552
189.9,measure,hso-ui,236372,16632,13672,16632,1235752,12,145,1753564
189.9,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,48,1753564
189.9,measure,java,236386,688752,685250,688752,5119744,30,2541,1753564
190.9,measure,hso-ui,236372,16632,13672,16632,1235752,12,146,1753308
190.9,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,48,1753308
190.9,measure,java,236386,688752,685250,688752,5119744,30,2541,1753308
191.9,measure,hso-ui,236372,16632,13672,16632,1235752,12,147,1753308
191.9,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,48,1753308
191.9,measure,java,236386,688756,685254,688756,5119744,30,2541,1753308
193.0,measure,hso-ui,236372,16632,13672,16632,1235752,12,147,1753308
193.0,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,49,1753308
193.0,measure,java,236386,688756,685254,688756,5119744,30,2541,1753308
194.0,measure,hso-ui,236372,16632,13672,16632,1235752,12,148,1753308
194.0,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,49,1753308
194.0,measure,java,236386,688760,685258,688760,5119744,30,2541,1753308
195.0,measure,hso-ui,236372,16632,13672,16632,1235752,12,148,1753308
195.0,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,49,1753308
195.0,measure,java,236386,688760,685258,688760,5119744,30,2542,1753308
196.0,measure,hso-ui,236372,16632,13672,16632,1235752,12,150,1753308
196.0,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,49,1753308
196.0,measure,java,236386,688760,685258,688760,5119744,30,2542,1753308
197.0,measure,hso-ui,236372,16632,13672,16632,1235752,12,150,1753308
197.0,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,50,1753308
197.0,measure,java,236386,688780,685278,688780,5119744,30,2542,1753308
198.0,measure,hso-ui,236372,16632,13672,16632,1235752,12,151,1753308
198.0,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,50,1753308
198.0,measure,java,236386,688780,685278,688780,5119744,30,2542,1753308
199.0,measure,hso-ui,236372,16632,13672,16632,1235752,12,152,1751304
199.0,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,50,1751304
199.0,measure,java,236386,688792,685290,688792,5119744,30,2542,1751304
200.0,measure,hso-ui,236372,16632,13672,16632,1235752,12,153,1751308
200.0,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,50,1751308
200.0,measure,java,236386,688792,685290,688792,5119744,30,2543,1751308
201.0,measure,hso-ui,236372,16632,13672,16632,1235752,12,154,1750556
201.0,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,50,1750556
201.0,measure,java,236386,688796,685294,688796,5119744,30,2543,1750556
202.0,measure,hso-ui,236372,16632,13672,16632,1235752,12,154,1750556
202.0,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,51,1750556
202.0,measure,java,236386,688796,685294,688796,5119744,30,2543,1750556
203.1,measure,hso-ui,236372,16636,13676,16636,1235752,12,155,1750556
203.1,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,52,1750556
203.1,measure,java,236386,688800,685298,688800,5119744,30,2543,1750556
204.1,measure,hso-ui,236372,16636,13676,16636,1235752,12,155,1750556
204.1,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,52,1750556
204.1,measure,java,236386,688800,685298,688800,5119744,30,2543,1750556
205.1,measure,hso-ui,236372,16636,13676,16636,1235752,12,156,1750556
205.1,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,52,1750556
205.1,measure,java,236386,688804,685302,688804,5119744,30,2543,1750556
206.1,measure,hso-ui,236372,16640,13680,16640,1235752,12,156,1750556
206.1,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,52,1750556
206.1,measure,java,236386,688804,685302,688804,5119744,30,2544,1750556
207.1,measure,hso-ui,236372,16640,13680,16640,1235752,12,158,1750556
207.1,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,52,1750556
207.1,measure,java,236386,688812,685310,688812,5119744,30,2544,1750556
208.1,measure,hso-ui,236372,16640,13680,16640,1235752,12,158,1754700
208.1,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,52,1754700
208.1,measure,java,236386,688812,685310,688812,5119744,30,2544,1754700
209.1,measure,hso-ui,236372,16644,13684,16644,1235752,12,159,1752332
209.1,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,52,1752332
209.1,measure,java,236386,688816,685314,688816,5119744,30,2544,1752332
210.1,measure,hso-ui,236372,16644,13684,16644,1235752,12,159,1752476
210.1,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,53,1752476
210.1,measure,java,236386,688816,685314,688816,5119744,30,2544,1752476
211.1,measure,hso-ui,236372,16644,13684,16644,1235752,12,161,1752580
211.1,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,54,1752580
211.1,measure,java,236386,688820,685318,688820,5119744,30,2544,1752580
212.1,measure,hso-ui,236372,16644,13684,16644,1235752,12,161,1752580
212.1,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,54,1752580
212.1,measure,java,236386,688820,685318,688820,5119744,30,2545,1752580
213.2,measure,hso-ui,236372,16644,13684,16644,1235752,12,162,1752580
213.2,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,54,1752580
213.2,measure,java,236386,688824,685322,688824,5119744,30,2545,1752580
214.2,measure,hso-ui,236372,16644,13620,16644,1235752,12,163,1752588
214.2,measure,hso-supervisor,236378,7292,4284,7292,1233540,8,54,1752588
214.2,measure,java,236386,688824,685322,688824,5119744,30,2545,1752588
215.2,measure,hso-ui,236372,16644,13620,16644,1235752,12,164,1752336
215.2,measure,hso-supervisor,236378,7292,4284,7292,1233540,8,54,1752336
215.2,measure,java,236386,688824,685322,688824,5119744,30,2545,1752336
216.2,measure,hso-ui,236372,16644,13620,16644,1235752,12,164,1752084
216.2,measure,hso-supervisor,236378,7292,4284,7292,1233540,8,54,1752084
216.2,measure,java,236386,688828,685326,688828,5119744,30,2546,1752084
217.2,measure,hso-ui,236372,16644,13620,16644,1235752,12,164,1751924
217.2,measure,hso-supervisor,236378,7292,4284,7292,1233540,8,55,1751924
217.2,measure,java,236386,688828,685326,688828,5119744,30,2546,1751924
218.2,measure,hso-ui,236372,16644,13620,16644,1235752,12,166,1751848
218.2,measure,hso-supervisor,236378,7292,4284,7292,1233540,8,56,1751848
218.2,measure,java,236386,688832,685330,688832,5119744,30,2547,1751848
219.2,measure,hso-ui,236372,16644,13620,16644,1235752,12,166,1751848
219.2,measure,hso-supervisor,236378,7292,4284,7292,1233540,8,56,1751848
219.2,measure,java,236386,688832,685330,688832,5119744,30,2547,1751848
220.2,measure,hso-ui,236372,16644,13620,16644,1235752,12,166,1751608
220.2,measure,hso-supervisor,236378,7292,4284,7292,1233540,8,56,1751608
220.2,measure,java,236386,688836,685334,688836,5119744,30,2547,1751608
221.2,measure,hso-ui,236372,16644,13620,16644,1235752,12,168,1751604
221.2,measure,hso-supervisor,236378,7292,4284,7292,1233540,8,56,1751604
221.2,measure,java,236386,688836,685334,688836,5119744,30,2547,1751604
222.2,measure,hso-ui,236372,16452,13428,16452,1235752,12,168,1751604
222.2,measure,hso-supervisor,236378,7292,4284,7292,1233540,8,57,1751604
222.2,measure,java,236386,688840,685338,688840,5119744,30,2547,1751604
223.3,measure,hso-ui,236372,16452,13428,16452,1235752,12,169,1751456
223.3,measure,hso-supervisor,236378,7292,4284,7292,1233540,8,57,1751456
223.3,measure,java,236386,688840,685338,688840,5119744,30,2547,1751456
224.3,measure,hso-ui,236372,16452,13428,16452,1235752,12,170,1751352
224.3,measure,hso-supervisor,236378,7292,4284,7292,1233540,8,57,1751352
224.3,measure,java,236386,688844,685342,688844,5119744,30,2548,1751352
225.3,measure,hso-ui,236372,16452,13428,16452,1235752,12,170,1751360
225.3,measure,hso-supervisor,236378,7292,4284,7292,1233540,8,57,1751360
225.3,measure,java,236386,688844,685342,688844,5119744,30,2548,1751360
226.3,measure,hso-ui,236372,16452,13428,16452,1235752,12,171,1751360
226.3,measure,hso-supervisor,236378,7292,4284,7292,1233540,8,57,1751360
226.3,measure,java,236386,688848,685346,688848,5119744,30,2548,1751360
227.3,measure,hso-ui,236372,16452,13428,16452,1235752,12,172,1752872
227.3,measure,hso-supervisor,236378,7292,4284,7292,1233540,8,58,1752872
227.3,measure,java,236386,688848,685346,688848,5119744,30,2548,1752872
228.3,measure,hso-ui,236372,16452,13428,16452,1235752,12,173,1752872
228.3,measure,hso-supervisor,236378,7292,4284,7292,1233540,8,58,1752872
228.3,measure,java,236386,688852,685350,688852,5119744,30,2548,1752872
229.3,measure,hso-ui,236372,16452,13428,16452,1235752,12,173,1752872
229.3,measure,hso-supervisor,236378,7292,4284,7292,1233540,8,58,1752872
229.3,measure,java,236386,688852,685350,688852,5119744,30,2548,1752872
230.3,measure,hso-ui,236372,16452,13428,16452,1235752,12,174,1752876
230.3,measure,hso-supervisor,236378,7292,4284,7292,1233540,8,58,1752876
230.3,measure,java,236386,688856,685354,688856,5119744,30,2549,1752876
231.3,measure,hso-ui,236372,16452,13428,16452,1235752,12,174,1752876
231.3,measure,hso-supervisor,236378,7292,4284,7292,1233540,8,59,1752876
231.3,measure,java,236386,688856,685354,688856,5119744,30,2549,1752876
232.3,measure,hso-ui,236372,16452,13428,16452,1235752,12,176,1752884
232.3,measure,hso-supervisor,236378,7292,4284,7292,1233540,8,59,1752884
232.3,measure,java,236386,688860,685358,688860,5119744,30,2549,1752884
233.4,measure,hso-ui,236372,16452,13428,16452,1235752,12,176,1752884
233.4,measure,hso-supervisor,236378,7292,4284,7292,1233540,8,59,1752884
233.4,measure,java,236386,688860,685358,688860,5119744,30,2549,1752884
234.4,measure,hso-ui,236372,16452,13428,16452,1235752,12,177,1752884
234.4,measure,hso-supervisor,236378,7292,4284,7292,1233540,8,59,1752884
234.4,measure,java,236386,688860,685358,688860,5119744,30,2549,1752884
235.4,measure,hso-ui,236372,16452,13428,16452,1235752,12,178,1753680
235.4,measure,hso-supervisor,236378,7292,4284,7292,1233540,8,60,1753680
235.4,measure,java,236386,688864,685362,688864,5119744,30,2549,1753680
236.4,measure,hso-ui,236372,16452,13428,16452,1235752,12,178,1753680
236.4,measure,hso-supervisor,236378,7292,4284,7292,1233540,8,60,1753680
236.4,measure,java,236386,688864,685362,688864,5119744,30,2549,1753680
237.4,measure,hso-ui,236372,16452,13428,16452,1235752,12,178,1753532
237.4,measure,hso-supervisor,236378,7292,4284,7292,1233540,8,60,1753532
237.4,measure,java,236386,688868,685366,688868,5119744,30,2550,1753532
238.4,measure,hso-ui,236372,16452,13428,16452,1235752,12,180,1753440
238.4,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,60,1753440
238.4,measure,java,236386,688868,685366,688868,5119744,30,2550,1753440
239.4,measure,hso-ui,236372,16452,13428,16452,1235752,12,180,1753440
239.4,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,61,1753440
239.4,measure,java,236386,688872,685370,688872,5119744,30,2550,1753440
240.4,measure,hso-ui,236372,16452,13428,16452,1235752,12,181,1753192
240.4,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,61,1753192
240.4,measure,java,236386,688872,685370,688872,5119744,30,2550,1753192
241.4,measure,hso-ui,236372,16452,13428,16452,1235752,12,182,1752936
241.4,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,62,1752936
241.4,measure,java,236386,688876,685374,688876,5119744,30,2550,1752936
242.4,measure,hso-ui,236372,16472,13448,16472,1235752,12,183,1752936
242.4,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,62,1752936
242.4,measure,java,236386,688876,685374,688876,5119744,30,2550,1752936
243.5,measure,hso-ui,236372,16472,13448,16472,1235752,12,183,1752944
243.5,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,62,1752944
243.5,measure,java,236386,688880,685378,688880,5119744,30,2551,1752944
244.5,measure,hso-ui,236372,16476,13452,16476,1235752,12,183,1752944
244.5,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,62,1752944
244.5,measure,java,236386,688880,685378,688880,5119744,30,2551,1752944
245.5,measure,hso-ui,236372,16476,13452,16476,1235752,12,185,1752692
245.5,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,62,1752692
245.5,measure,java,236386,688884,685382,688884,5119744,30,2551,1752692
246.5,measure,hso-ui,236372,16476,13452,16476,1235752,12,185,1752440
246.5,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,62,1752440
246.5,measure,java,236386,688884,685382,688884,5119744,30,2551,1752440
247.5,measure,hso-ui,236372,16476,13452,16476,1235752,12,186,1752440
247.5,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,63,1752440
247.5,measure,java,236386,688888,685386,688888,5119744,30,2551,1752440
248.5,measure,hso-ui,236372,16476,13452,16476,1235752,12,187,1752440
248.5,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,63,1752440
248.5,measure,java,236386,688888,685386,688888,5119744,30,2551,1752440
249.5,measure,hso-ui,236372,16476,13452,16476,1235752,12,187,1752448
249.5,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,63,1752448
249.5,measure,java,236386,688892,685390,688892,5119744,30,2551,1752448
250.5,measure,hso-ui,236372,16476,13452,16476,1235752,12,188,1752452
250.5,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,63,1752452
250.5,measure,java,236386,688892,685390,688892,5119744,30,2552,1752452
251.5,measure,hso-ui,236372,16476,13452,16476,1235752,12,189,1750936
251.5,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,64,1750936
251.5,measure,java,236386,688896,685394,688896,5119744,30,2552,1750936
252.5,measure,hso-ui,236372,16476,13452,16476,1235752,12,189,1750936
252.5,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,65,1750936
252.5,measure,java,236386,688896,685394,688896,5119744,30,2552,1750936
253.6,measure,hso-ui,236372,16476,13452,16476,1235752,12,190,1750936
253.6,measure,hso-supervisor,236378,7296,4288,7296,1233540,8,65,1750936
253.6,measure,java,236386,688896,685394,688896,5119744,30,2552,1750936
254.6,measure,hso-ui,236372,16476,13452,16476,1235752,12,191,1755376
