t,phase,role,pid,rss_kb,pss_kb,hwm_kb,vsz_kb,threads,cpu_jiffies,mem_available_kb
11.1,settle,java,236386,678316,674814,678316,5117696,37,2475,1778032
12.1,settle,hso-ui,236372,15924,12964,15924,1235752,12,18,1778032
12.1,settle,hso-supervisor,236378,7120,4176,7120,1233540,7,2,1778032
12.1,settle,java,236386,678428,674926,678428,5117696,37,2476,1778032
13.2,settle,hso-ui,236372,15924,12964,15924,1235752,12,19,1777780
13.2,settle,hso-supervisor,236378,7120,4176,7120,1233540,7,2,1777780
13.2,settle,java,236386,678712,675218,678712,5117696,37,2478,1777780
14.2,settle,hso-ui,236372,15936,12976,15936,1235752,12,20,1777788
14.2,settle,hso-supervisor,236378,7120,4176,7120,1233540,7,2,1777788
14.2,settle,java,236386,678892,675390,678892,5117696,37,2480,1777788
15.2,settle,hso-ui,236372,15936,12976,15936,1235752,12,20,1769752
15.2,settle,hso-supervisor,236378,7120,4176,7120,1233540,7,3,1769752
15.2,settle,java,236386,679184,675682,679184,5117696,37,2481,1769752
16.2,settle,hso-ui,236372,15936,12976,15936,1235752,12,21,1767988
16.2,settle,hso-supervisor,236378,7120,4176,7120,1233540,7,3,1767988
16.2,settle,java,236386,679412,675910,679412,5117696,37,2483,1767988
17.2,settle,hso-ui,236372,15940,12980,15940,1235752,12,22,1767988
17.2,settle,hso-supervisor,236378,7120,4176,7120,1233540,7,3,1767988
17.2,settle,java,236386,679572,676070,679572,5117696,37,2484,1767988
18.2,settle,hso-ui,236372,15956,12996,15956,1235752,12,23,1767988
18.2,settle,hso-supervisor,236378,7120,4176,7120,1233540,7,3,1767988
18.2,settle,java,236386,679764,676270,679764,5117696,37,2485,1767988
19.2,settle,hso-ui,236372,15960,13000,15960,1235752,12,23,1767996
19.2,settle,hso-supervisor,236378,7120,4176,7120,1233540,7,3,1767996
19.2,settle,java,236386,679932,676430,679932,5117696,37,2486,1767996
20.2,settle,hso-ui,236372,16076,13116,16076,1235752,12,24,1768416
20.2,settle,hso-supervisor,236378,7120,4176,7120,1233540,7,4,1768416
20.2,settle,java,236386,680096,676594,680096,5117696,36,2487,1768416
21.2,settle,hso-ui,236372,16156,13196,16156,1235752,12,25,1768396
21.2,settle,hso-supervisor,236378,7120,4176,7120,1233540,7,4,1768396
21.2,settle,java,236386,680248,676746,680248,5117696,36,2488,1768396
22.2,settle,hso-ui,236372,16164,13204,16164,1235752,12,26,1768248
22.2,settle,hso-supervisor,236378,7120,4176,7120,1233540,7,4,1768248
22.2,settle,java,236386,680424,676922,680424,5117696,36,2489,1768248
23.3,settle,hso-ui,236372,16164,13204,16164,1235752,12,26,1768144
23.3,settle,hso-supervisor,236378,7120,4176,7120,1233540,7,4,1768144
23.3,settle,java,236386,680572,677078,680572,5117696,36,2490,1768144
24.3,settle,hso-ui,236372,16172,13212,16172,1235752,12,27,1768212
24.3,settle,hso-supervisor,236378,7120,4176,7120,1233540,7,5,1768212
24.3,settle,java,236386,680756,677254,680756,5117696,36,2490,1768212
25.3,settle,hso-ui,236372,16172,13212,16172,1235752,12,27,1768972
25.3,settle,hso-supervisor,236378,7120,4176,7120,1233540,7,5,1768972
25.3,settle,java,236386,680912,677410,680912,5117696,36,2491,1768972
26.3,settle,hso-ui,236372,16028,13068,16028,1235752,12,29,1768812
26.3,settle,hso-supervisor,236378,7120,4176,7120,1233540,7,5,1768812
26.3,settle,java,236386,681144,677642,681144,5117696,36,2493,1768812
27.3,settle,hso-ui,236372,16036,13076,16036,1235752,12,29,1769324
27.3,settle,hso-supervisor,236378,7124,4180,7124,1233540,7,5,1769324
27.3,settle,java,236386,681296,677794,681296,5117696,36,2493,1769324
28.3,settle,hso-ui,236372,16040,13080,16040,1235752,12,30,1769324
28.3,settle,hso-supervisor,236378,7124,4180,7124,1233540,7,5,1769324
28.3,settle,java,236386,681444,677950,681444,5117696,36,2494,1769324
29.3,settle,hso-ui,236372,16040,13080,16040,1235752,12,30,1769324
29.3,settle,hso-supervisor,236378,7124,4180,7124,1233540,7,7,1769324
29.3,settle,java,236386,681600,678098,681600,5117696,36,2494,1769324
30.3,settle,hso-ui,236372,16052,13092,16052,1235752,12,32,1768436
30.3,settle,hso-supervisor,236378,7124,4180,7124,1233540,7,7,1768436
30.3,settle,java,236386,681788,678286,681788,5117696,36,2495,1768436
31.3,settle,hso-ui,236372,16064,13104,16064,1235752,12,33,1769344
31.3,settle,hso-supervisor,236378,7124,4180,7124,1233540,7,7,1769344
31.3,settle,java,236386,681936,678434,681936,5117696,36,2497,1769344
32.3,settle,hso-ui,236372,16064,13104,16064,1235752,12,33,1769344
32.3,settle,hso-supervisor,236378,7124,4180,7124,1233540,7,7,1769344
32.3,settle,java,236386,682184,678682,682184,5117696,36,2498,1769344
33.4,settle,hso-ui,236372,16064,13104,16064,1235752,12,34,1769120
33.4,settle,hso-supervisor,236378,7124,4180,7124,1233540,7,7,1769120
33.4,settle,java,236386,682332,678838,682332,5117696,36,2498,1769120
34.4,settle,hso-ui,236372,16064,13104,16064,1235752,12,34,1768824
34.4,settle,hso-supervisor,236378,7124,4180,7124,1233540,7,8,1768824
34.4,settle,java,236386,682488,678986,682488,5117696,36,2499,1768824
35.4,settle,hso-ui,236372,16064,13104,16064,1235752,12,35,1680964
35.4,settle,hso-supervisor,236378,7124,4180,7124,1233540,7,8,1680964
35.4,settle,java,236386,682640,679138,682640,5117696,36,2500,1680964
36.4,settle,hso-ui,236372,16072,13112,16072,1235752,12,36,1683876
36.4,settle,hso-supervisor,236378,7124,4180,7124,1233540,7,8,1683876
36.4,settle,java,236386,682788,679286,682788,5117696,36,2500,1683876
37.4,settle,hso-ui,236372,15848,12888,15960,1235752,12,37,1684144
37.4,settle,hso-supervisor,236378,7124,4180,7124,1233540,7,8,1684144
37.4,settle,java,236386,683644,680142,683644,5117696,36,2501,1684144
38.4,settle,hso-ui,236372,15848,12888,15960,1235752,12,37,1686640
38.4,settle,hso-supervisor,236378,7124,4180,7124,1233540,7,8,1686640
38.4,settle,java,236386,683788,680294,683788,5117696,36,2502,1686640
39.4,settle,hso-ui,236372,15848,12888,15960,1235752,12,38,1686788
39.4,settle,hso-supervisor,236378,7124,4180,7124,1233540,7,9,1686788
39.4,settle,java,236386,684008,680506,684008,5117696,36,2503,1686788
40.4,settle,hso-ui,236372,15848,12888,15960,1235752,12,38,1687244
40.4,settle,hso-supervisor,236378,7124,4180,7124,1233540,7,9,1687244
40.4,settle,java,236386,684160,680658,684160,5117696,36,2504,1687244
41.4,settle,hso-ui,236372,15848,12888,15960,1235752,12,39,1692240
41.4,settle,hso-supervisor,236378,7124,4180,7124,1233540,7,9,1692240
41.4,settle,java,236386,684304,680802,684304,5117696,36,2504,1692240
42.4,settle,hso-ui,236372,15992,13032,15992,1235752,12,40,1695772
42.4,settle,hso-supervisor,236378,7124,4180,7124,1233540,7,10,1695772
42.4,settle,java,236386,684448,680946,684448,5117696,36,2504,1695772
43.5,settle,hso-ui,236372,15992,13032,15992,1235752,12,41,1698984
43.5,settle,hso-supervisor,236378,7124,4180,7124,1233540,7,10,1698984
43.5,settle,java,236386,684592,681098,684592,5117696,36,2505,1698984
44.5,settle,hso-ui,236372,15992,13032,15992,1235752,12,41,1701336
44.5,settle,hso-supervisor,236378,7124,4180,7124,1233540,7,11,1701336
44.5,settle,java,236386,684744,681242,684744,5117696,36,2505,1701336
45.5,settle,hso-ui,236372,15992,13032,15992,1235752,12,42,1703608
45.5,settle,hso-supervisor,236378,7124,4180,7124,1233540,7,11,1703608
45.5,settle,java,236386,684892,681390,684892,5117696,36,2505,1703608
46.5,settle,hso-ui,236372,15992,13032,15992,1235752,12,43,1705444
46.5,settle,hso-supervisor,236378,7124,4180,7124,1233540,7,11,1705444
46.5,settle,java,236386,685036,681534,685036,5117696,36,2506,1705444
47.5,settle,hso-ui,236372,15992,13032,15992,1235752,12,43,1707108
47.5,settle,hso-supervisor,236378,7124,4180,7124,1233540,7,11,1707108
47.5,settle,java,236386,685180,681678,685180,5117696,36,2506,1707108
48.5,settle,hso-ui,236372,15992,13032,15992,1235752,12,45,1708252
48.5,settle,hso-supervisor,236378,7124,4180,7124,1233540,7,11,1708252
48.5,settle,java,236386,685324,681830,685324,5117696,36,2507,1708252
49.5,settle,hso-ui,236372,15996,13036,15996,1235752,12,45,1710896
49.5,settle,hso-supervisor,236378,7124,4180,7124,1233540,7,11,1710896
49.5,settle,java,236386,685484,681982,685484,5117696,36,2507,1710896
50.5,settle,hso-ui,236372,15996,13036,15996,1235752,12,46,1711088
50.5,settle,hso-supervisor,236378,7124,4180,7124,1233540,7,12,1711088
50.5,settle,java,236386,685632,682130,685632,5117696,36,2508,1711088
51.5,settle,hso-ui,236372,15996,13036,15996,1235752,12,47,1753424
51.5,settle,hso-supervisor,236378,7124,4180,7124,1233540,7,12,1753424
51.5,settle,java,236386,685780,682278,685780,5117696,36,2508,1753424
52.5,settle,hso-ui,236372,15996,13036,15996,1235752,12,47,1665280
52.5,settle,hso-supervisor,236378,7132,4188,7132,1233540,7,12,1665280
52.5,settle,java,236386,685928,682426,685928,5117696,36,2510,1665280
53.6,settle,hso-ui,236372,15996,13036,15996,1235752,12,48,1724888
53.6,settle,hso-supervisor,236378,7132,4188,7132,1233540,7,12,1724888
53.6,settle,java,236386,686068,682586,686068,5117696,36,2510,1724888
54.6,settle,hso-ui,236372,15996,13036,15996,1235752,12,49,1724900
54.6,settle,hso-supervisor,236378,7132,4188,7132,1233540,7,13,1724900
54.6,settle,java,236386,686232,682730,686232,5117696,36,2510,1724900
55.6,settle,hso-ui,236372,15916,12956,15960,1235752,12,49,1724900
55.6,settle,hso-supervisor,236378,7132,4188,7132,1233540,7,13,1724900
55.6,settle,java,236386,686372,682870,686372,5117696,36,2511,1724900
56.6,settle,hso-ui,236372,15916,12956,15960,1235752,12,50,1724900
56.6,settle,hso-supervisor,236378,7132,4188,7132,1233540,7,13,1724900
56.6,settle,java,236386,686512,683010,686512,5117696,36,2511,1724900
57.6,settle,hso-ui,236372,15916,12956,15960,1235752,12,51,1724900
57.6,settle,hso-supervisor,236378,7132,4188,7132,1233540,7,14,1724900
57.6,settle,java,236386,686656,683154,686656,5117696,36,2512,1724900
58.6,settle,hso-ui,236372,15992,13032,15992,1235752,12,52,1724900
58.6,settle,hso-supervisor,236378,7132,4188,7132,1233540,7,14,1724900
58.6,settle,java,236386,686796,683302,686796,5117696,36,2512,1724900
59.6,settle,hso-ui,236372,16056,13096,16056,1235752,12,53,1721124
59.6,settle,hso-supervisor,236378,7132,4188,7132,1233540,7,14,1721124
59.6,settle,java,236386,686948,683446,686948,5117696,36,2512,1721124
60.6,settle,hso-ui,236372,16100,13140,16100,1235752,12,53,1720884
60.6,settle,hso-supervisor,236378,7132,4188,7132,1233540,7,15,1720884
60.6,settle,java,236386,687088,683586,687088,5117696,36,2513,1720884
61.6,settle,hso-ui,236372,16100,13140,16100,1235752,12,53,1718956
61.6,settle,hso-supervisor,236378,7132,4188,7132,1233540,7,15,1718956
61.6,settle,java,236386,687172,683670,687172,5117696,35,2513,1718956
62.6,settle,hso-ui,236372,16100,13140,16100,1235752,12,55,1718864
62.6,settle,hso-supervisor,236378,7132,4188,7132,1233540,7,15,1718864
62.6,settle,java,236386,687316,683814,687316,5117696,35,2514,1718864
63.7,settle,hso-ui,236372,16100,13140,16100,1235752,12,56,1718288
63.7,settle,hso-supervisor,236378,7132,4188,7132,1233540,7,15,1718288
63.7,settle,java,236386,687460,683958,687460,5117696,35,2514,1718288
64.7,settle,hso-ui,236372,16100,13140,16100,1235752,12,56,1748532
64.7,settle,hso-supervisor,236378,7132,4188,7132,1233540,7,15,1748532
64.7,settle,java,236386,687600,684098,687600,5117696,35,2514,1748532
65.7,settle,hso-ui,236372,16100,13140,16100,1235752,12,57,1748540
65.7,settle,hso-supervisor,236378,7132,4188,7132,1233540,7,16,1748540
65.7,settle,java,236386,687740,684238,687740,5117696,35,2515,1748540
66.7,settle,hso-ui,236372,16100,13140,16100,1235752,12,57,1748324
66.7,settle,hso-supervisor,236378,7132,4188,7132,1233540,7,16,1748324
66.7,settle,java,236386,689104,685602,689104,5119744,39,2517,1748324
67.7,measure,hso-ui,236372,16100,13140,16100,1235752,12,59,1748640
67.7,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,16,1748640
67.7,measure,java,236386,689108,685606,689108,5119744,39,2517,1748640
68.7,measure,hso-ui,236372,16100,13140,16100,1235752,12,60,1748640
68.7,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,16,1748640
68.7,measure,java,236386,689116,685614,689116,5119744,39,2518,1748640
69.7,measure,hso-ui,236372,16100,13140,16100,1235752,12,60,1750524
69.7,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,17,1750524
69.7,measure,java,236386,688804,685302,688804,5119744,36,2518,1750524
70.7,measure,hso-ui,236372,16100,13140,16100,1235752,12,60,1750524
70.7,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,17,1750524
70.7,measure,java,236386,688808,685306,688808,5119744,36,2518,1750524
71.7,measure,hso-ui,236372,16100,13140,16100,1235752,12,62,1750520
71.7,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,17,1750520
71.7,measure,java,236386,688808,685306,688808,5119744,36,2518,1750520
72.7,measure,hso-ui,236372,16108,13148,16108,1235752,12,62,1750528
72.7,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,18,1750528
72.7,measure,java,236386,688812,685310,688812,5119744,36,2518,1750528
73.8,measure,hso-ui,236372,16108,13148,16108,1235752,12,63,1750528
73.8,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,18,1750528
73.8,measure,java,236386,688816,685314,688816,5119744,36,2519,1750528
74.8,measure,hso-ui,236372,16108,13148,16108,1235752,12,63,1750528
74.8,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,18,1750528
74.8,measure,java,236386,688820,685318,688820,5119744,36,2519,1750528
75.8,measure,hso-ui,236372,16108,13148,16108,1235752,12,65,1750528
75.8,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,18,1750528
75.8,measure,java,236386,688824,685322,688824,5119744,36,2519,1750528
76.8,measure,hso-ui,236372,16108,13148,16108,1235752,12,65,1750528
76.8,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,18,1750528
76.8,measure,java,236386,688824,685322,688824,5119744,36,2519,1750528
77.8,measure,hso-ui,236372,16108,13148,16108,1235752,12,66,1750528
77.8,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,19,1750528
77.8,measure,java,236386,688828,685326,688828,5119744,36,2519,1750528
78.8,measure,hso-ui,236372,16120,13160,16120,1235752,12,67,1750536
78.8,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,19,1750536
78.8,measure,java,236386,688832,685330,688832,5119744,36,2519,1750536
79.8,measure,hso-ui,236372,16120,13160,16120,1235752,12,67,1750536
79.8,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,19,1750536
79.8,measure,java,236386,688836,685334,688836,5119744,36,2519,1750536
80.8,measure,hso-ui,236372,16124,13164,16124,1235752,12,68,1750540
80.8,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,19,1750540
80.8,measure,java,236386,688840,685338,688840,5119744,36,2520,1750540
81.8,measure,hso-ui,236372,16124,13164,16124,1235752,12,69,1750536
81.8,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,20,1750536
81.8,measure,java,236386,688840,685338,688840,5119744,36,2520,1750536
82.9,measure,hso-ui,236372,16124,13164,16124,1235752,12,70,1749800
82.9,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,20,1749800
82.9,measure,java,236386,688844,685342,688844,5119744,36,2520,1749800
83.9,measure,hso-ui,236372,16124,13164,16124,1235752,12,70,1748792
83.9,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,20,1748792
83.9,measure,java,236386,688848,685346,688848,5119744,36,2520,1748792
84.9,measure,hso-ui,236372,16124,13164,16124,1235752,12,71,1748776
84.9,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,21,1748776
84.9,measure,java,236386,688852,685350,688852,5119744,36,2520,1748776
85.9,measure,hso-ui,236372,16124,13164,16124,1235752,12,72,1750036
85.9,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,21,1750036
85.9,measure,java,236386,688856,685354,688856,5119744,36,2520,1750036
86.9,measure,hso-ui,236372,16124,13164,16124,1235752,12,73,1750296
86.9,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,21,1750296
86.9,measure,java,236386,688856,685354,688856,5119744,36,2521,1750296
87.9,measure,hso-ui,236372,16124,13164,16124,1235752,12,73,1750296
87.9,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,21,1750296
87.9,measure,java,236386,688860,685358,688860,5119744,36,2521,1750296
88.9,measure,hso-ui,236372,16124,13164,16124,1235752,12,74,1750048
88.9,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,21,1750048
88.9,measure,java,236386,688864,685362,688864,5119744,36,2521,1750048
89.9,measure,hso-ui,236372,16124,13164,16124,1235752,12,75,1750048
89.9,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,22,1750048
89.9,measure,java,236386,688868,685366,688868,5119744,36,2521,1750048
90.9,measure,hso-ui,236372,16128,13168,16128,1235752,12,75,1750052
90.9,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,23,1750052
90.9,measure,java,236386,688868,685366,688868,5119744,36,2521,1750052
91.9,measure,hso-ui,236372,16128,13168,16128,1235752,12,76,1750052
91.9,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,23,1750052
91.9,measure,java,236386,688872,685370,688872,5119744,36,2521,1750052
93.0,measure,hso-ui,236372,16128,13168,16128,1235752,12,76,1750052
93.0,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,23,1750052
93.0,measure,java,236386,688876,685374,688876,5119744,36,2521,1750052
94.0,measure,hso-ui,236372,16128,13168,16128,1235752,12,78,1750704
94.0,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,23,1750704
94.0,measure,java,236386,688880,685378,688880,5119744,36,2522,1750704
95.0,measure,hso-ui,236372,16132,13172,16132,1235752,12,78,1751592
95.0,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,24,1751592
95.0,measure,java,236386,688884,685382,688884,5119744,36,2522,1751592
96.0,measure,hso-ui,236372,16132,13172,16132,1235752,12,79,1751676
96.0,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,24,1751676
96.0,measure,java,236386,688888,685386,688888,5119744,36,2522,1751676
97.0,measure,hso-ui,236372,16144,13184,16144,1235752,12,80,1751684
97.0,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,24,1751684
97.0,measure,java,236386,688892,685390,688892,5119744,36,2522,1751684
98.0,measure,hso-ui,236372,16152,13192,16152,1235752,12,80,1751684
98.0,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,24,1751684
98.0,measure,java,236386,688896,685394,688896,5119744,36,2522,1751684
99.0,measure,hso-ui,236372,16152,13192,16152,1235752,12,81,1751684
99.0,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,24,1751684
99.0,measure,java,236386,688900,685398,688900,5119744,36,2523,1751684
100.0,measure,hso-ui,236372,16160,13200,16160,1235752,12,82,1751688
100.0,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,24,1751688
100.0,measure,java,236386,688904,685402,688904,5119744,36,2523,1751688
101.0,measure,hso-ui,236372,16160,13200,16160,1235752,12,82,1751688
101.0,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,25,1751688
101.0,measure,java,236386,688904,685402,688904,5119744,36,2523,1751688
102.0,measure,hso-ui,236372,16160,13200,16160,1235752,12,83,1751696
102.0,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,25,1751696
102.0,measure,java,236386,688908,685406,688908,5119744,36,2523,1751696
103.1,measure,hso-ui,236372,16160,13200,16160,1235752,12,84,1751696
103.1,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,26,1751696
103.1,measure,java,236386,688912,685410,688912,5119744,36,2523,1751696
104.1,measure,hso-ui,236372,16160,13200,16160,1235752,12,85,1751696
104.1,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,26,1751696
104.1,measure,java,236386,688916,685414,688916,5119744,36,2523,1751696
105.1,measure,hso-ui,236372,16160,13200,16160,1235752,12,85,1751696
105.1,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,26,1751696
105.1,measure,java,236386,688920,685418,688920,5119744,36,2524,1751696
106.1,measure,hso-ui,236372,16184,13224,16184,1235752,12,86,1751696
106.1,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,26,1751696
106.1,measure,java,236386,688920,685418,688920,5119744,36,2524,1751696
107.1,measure,hso-ui,236372,16184,13224,16184,1235752,12,87,1751704
107.1,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,26,1751704
107.1,measure,java,236386,688924,685422,688924,5119744,36,2524,1751704
108.1,measure,hso-ui,236372,16184,13224,16184,1235752,12,88,1751704
108.1,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,26,1751704
108.1,measure,java,236386,688928,685426,688928,5119744,36,2524,1751704
109.1,measure,hso-ui,236372,16184,13224,16184,1235752,12,88,1751704
109.1,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,27,1751704
109.1,measure,java,236386,688932,685430,688932,5119744,36,2524,1751704
110.1,measure,hso-ui,236372,16184,13224,16184,1235752,12,89,1751708
110.1,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,28,1751708
110.1,measure,java,236386,688936,685434,688936,5119744,36,2524,1751708
111.1,measure,hso-ui,236372,16184,13224,16184,1235752,12,89,1751704
111.1,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,28,1751704
111.1,measure,java,236386,688936,685434,688936,5119744,36,2525,1751704
112.1,measure,hso-ui,236372,16184,13224,16184,1235752,12,90,1751704
112.1,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,28,1751704
112.1,measure,java,236386,688940,685438,688940,5119744,36,2525,1751704
113.2,measure,hso-ui,236372,16184,13224,16184,1235752,12,91,1751704
113.2,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,28,1751704
113.2,measure,java,236386,688944,685442,688944,5119744,36,2525,1751704
114.2,measure,hso-ui,236372,16184,13224,16184,1235752,12,92,1751712
114.2,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,28,1751712
114.2,measure,java,236386,688948,685446,688948,5119744,36,2525,1751712
115.2,measure,hso-ui,236372,16184,13224,16184,1235752,12,92,1751712
115.2,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,28,1751712
115.2,measure,java,236386,688952,685450,688952,5119744,36,2525,1751712
116.2,measure,hso-ui,236372,16184,13224,16184,1235752,12,94,1751712
116.2,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,29,1751712
116.2,measure,java,236386,688952,685450,688952,5119744,36,2525,1751712
117.2,measure,hso-ui,236372,16184,13224,16184,1235752,12,94,1751712
117.2,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,29,1751712
117.2,measure,java,236386,688956,685454,688956,5119744,36,2526,1751712
118.2,measure,hso-ui,236372,16184,13224,16184,1235752,12,95,1751712
118.2,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,29,1751712
118.2,measure,java,236386,688960,685458,688960,5119744,36,2526,1751712
119.2,measure,hso-ui,236372,16184,13224,16184,1235752,12,95,1751724
119.2,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,30,1751724
119.2,measure,java,236386,688964,685462,688964,5119744,36,2528,1751724
120.2,measure,hso-ui,236372,16184,13224,16184,1235752,12,97,1751724
120.2,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,30,1751724
120.2,measure,java,236386,688968,685466,688968,5119744,36,2528,1751724
121.2,measure,hso-ui,236372,16184,13224,16184,1235752,12,97,1751728
121.2,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,30,1751728
121.2,measure,java,236386,688968,685466,688968,5119744,36,2528,1751728
122.2,measure,hso-ui,236372,16184,13224,16184,1235752,12,98,1751728
122.2,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,31,1751728
122.2,measure,java,236386,688972,685470,688972,5119744,36,2528,1751728
123.3,measure,hso-ui,236372,16184,13224,16184,1235752,12,98,1751728
123.3,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,31,1751728
123.3,measure,java,236386,688972,685470,688972,5119744,36,2528,1751728
124.3,measure,hso-ui,236372,16184,13224,16184,1235752,12,99,1751736
124.3,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,31,1751736
124.3,measure,java,236386,688976,685474,688976,5119744,36,2529,1751736
125.3,measure,hso-ui,236372,16184,13224,16184,1235752,12,100,1751736
125.3,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,31,1751736
125.3,measure,java,236386,688976,685474,688976,5119744,36,2529,1751736
126.3,measure,hso-ui,236372,16464,13504,16464,1235752,12,101,1751736
126.3,measure,hso-supervisor,236378,7132,4188,7132,1233540,7,31,1751736
